URL,ORP_kod,ORP_nazev,POU_kod,POU_nazev,PSC,RSOB_ID,RUIAN_ID,adresni_posta,bud_ID,cast_obce_dil_kod,cast_obce_dil_nazev,cast_obce_kod,cast_obce_nazev,cislo_domovni_typ,cislo_orientacni_typ,druh_domu_SLDB_hodnota,druh_domu_SLDB_kod,druh_domu_SLDB_text,druh_plynu_hodnota,druh_plynu_kod,druh_plynu_text,druh_vlastnika_SLDB_hodnota,druh_vlastnika_SLDB_kod,druh_vlastnika_SLDB_text,druh_vlastnika_hodnota,druh_vlastnika_kod,druh_vlastnika_text,duplicita_domovniho_cisla_kod,duplicita_domovniho_cisla_nazev,financni_urad_kod,financni_urad_nazev,katastralni_uzemi_kod,katastralni_uzemi_nazev,klasifikace_CZCC_kod,klasifikace_CZCC_popis,ISKN_ID,ulice_nazev,cislo_domovni,cislo_orientacni,kraj_NUTS_kod,kraj_NUTS_nazev,material_nosnych_zdi_hodnota,material_nosnych_zdi_kod,material_nosnych_zdi_text,matricni_urad_kod,matricni_urad_nazev,mestsky_obvod_kod,mestsky_obvod_nazev,mestsky_obvod_prahy_kod,mestsky_obvod_prahy_nazev,nadzemni_podlazi_SLDB_hodnota,nadzemni_podlazi_SLDB_kod,nadzemni_podlazi_SLDB_text,obec_kod,obec_nazev,obestaveny_prostor_m3_hodnota,obestaveny_prostor_m3_kod,obestaveny_prostor_m3_text,obvykly_pobyt_SLDB_hodnota,obvykly_pobyt_SLDB_kod,obvykly_pobyt_SLDB_text,okres_kod,okres_nazev,parcelni_cislo,pocet_bytu_hodnota,pocet_bytu_kod,pocet_bytu_text,pocet_evidovanych_obyvatel_hodnota,pocet_evidovanych_obyvatel_kod,pocet_evidovanych_obyvatel_text,pocet_podlazi_hodnota,pocet_podlazi_kod,pocet_podlazi_text,podlahova_plocha_m2_hodnota,podlahova_plocha_m2_kod,podlahova_plocha_m2_text,presah_jina_obec_kod,presah_jina_obec_nazev,pripojeni_odpad_hodnota,pripojeni_odpad_kod,pripojeni_odpad_text,pripojeni_plyn_hodnota,pripojeni_plyn_kod,pripojeni_plyn_text,pripojeni_vodovod_SLDB_hodnota,pripojeni_vodovod_SLDB_kod,pripojeni_vodovod_SLDB_text,pripojeni_vodovod_hodnota,pripojeni_vodovod_kod,pripojeni_vodovod_text,rohovy_objekt_kod,rohovy_objekt_nazev,souradnice_definicniho_bodu,spravni_obvod_prahy_kod,spravni_obvod_prahy_nazev,statisticky_obvod_kod,statisticky_obvod_nazev,stavebni_urad_kod,stavebni_urad_nazev,topne_medium_hlavni_hodnota,topne_medium_hlavni_kod,topne_medium_hlavni_text,topne_medium_vedlejsi_hodnota,topne_medium_vedlejsi_kod,topne_medium_vedlejsi_text,trvaly_pobyt_SLDB_hodnota,trvaly_pobyt_SLDB_kod,trvaly_pobyt_SLDB_text,typ_vyuziti_kod,typ_vyuziti_popis,ulice_kod,uzemne_technicka_jednotka_kod,uzemne_technicka_jednotka_nazev,vchod,vystavba_rekonstrukce_SLDB_hodnota,vystavba_rekonstrukce_SLDB_kod,vystavba_rekonstrukce_SLDB_text,vytah_hodnota,vytah_kod,vytah_text,zakladni_sidelni_jednotka_dil_kod,zakladni_sidelni_jednotka_dil_nazev,zakladni_sidelni_jednotka_kod,zakladni_sidelni_jednotka_nazev,zastavena_plocha_m2_hodnota,zastavena_plocha_m2_kod,zastavena_plocha_m2_text,zpusob_vytapeni_SLDB_hodnota,zpusob_vytapeni_SLDB_kod,zpusob_vytapeni_SLDB_text,zpusob_vytapeni_hodnota,zpusob_vytapeni_kod,zpusob_vytapeni_text,zpusob_vyuziti_KN_RUIAN_kod,zpusob_vyuziti_KN_RUIAN_popis
http://apl.czso.cz/irso4/buddet.jsp?budid=1096892&idob=1017030634&b=11,6203,Brno,62031,Brno,60200,1017030634,18946712,Brno 2,1096892,411582,Brno-město,411582,Brno-město,číslo popisné, , ,19,Provozní budovy s byty, ,          ,          , ,1,Fyzická osoba, ,1,fyzická osoba,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,122011,Budovy peněžních ústavů,505455702,Panská,397,2,3115 (CZ064),Jihomoravský kraj, ,10,"Kámen, cihly, tvárnice vč. kombinací",8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,6,6-8 podlaží,582786,Brno,          ,          ,          , ,3,3 - 5,40711 (CZ0642),Brno-město,1017030634,0,0,0 bytů, ,          ,          ,6,6,6 podlaží,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,1,Vodovod v domě - z veřejné sítě, ,1,s vodovodem,2005210000,,1,          ,          ,535133,Statistický obvod 1146,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,0,0,5,"Zařízení veřejné správy a řízení, školské a výchovné, kulturní a osvětové, sportovní a tělovýchovné, zdravotnické a sociální a obchodu",29378,610003,Město Brno,1, ,12,2001, ,1,s výtahem,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,7,Kotelna v domě na ostatní paliva, ,1,centrální domovní (kotel ve stavbě),19,Stavba jiného než výše uvedeného způsobu využití
http://apl.czso.cz/irso4/buddet.jsp?budid=3394874&idob=1017030600&b=11,6203,Brno,62031,Brno,60200,1017030600,18946682,Brno 2,3394874,411582,Brno-město,411582,Brno-město,číslo popisné, , ,          ,          , ,          ,          , ,          ,          , ,          ,          ,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,1,Budovy,505795702,Panská,393,10,3115 (CZ064),Jihomoravský kraj, ,          ,          ,8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,          ,          ,582786,Brno,          ,          ,          , ,          ,          ,40711 (CZ0642),Brno-město,1017030600,0,0,0 bytů, ,          ,          ,7,7,7 podlaží,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,          ,          , ,1,s vodovodem,2005200000,,3,          ,          ,535133,Statistický obvod 1146,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,          ,          ,3,Budova pro bydlení,29378,610003,Město Brno,3, ,          ,          , ,1,s výtahem,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,          ,          , ,3,lokální (kotel nebo jiné topidlo v bytě),3,Budova pro bydlení
http://apl.czso.cz/irso4/buddet.jsp?budid=3394873&idob=1017030600&b=11,6203,Brno,62031,Brno,60200,1017030600,18946682,Brno 2,3394873,411582,Brno-město,411582,Brno-město,číslo popisné, , ,          ,          , ,          ,          , ,          ,          , ,          ,          ,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,1,Budovy,505795702,Panská,393,8,3115 (CZ064),Jihomoravský kraj, ,          ,          ,8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,          ,          ,582786,Brno,          ,          ,          , ,          ,          ,40711 (CZ0642),Brno-město,1017030600,0,0,0 bytů, ,          ,          ,7,7,7 podlaží,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,          ,          , ,1,s vodovodem,2005200000,,2,          ,          ,535133,Statistický obvod 1146,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,          ,          ,3,Budova pro bydlení,29378,610003,Město Brno,2, ,          ,          , ,1,s výtahem,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,          ,          , ,3,lokální (kotel nebo jiné topidlo v bytě),3,Budova pro bydlení
http://apl.czso.cz/irso4/buddet.jsp?budid=3394875&idob=1017030600&b=11,6203,Brno,62031,Brno,60200,1017030600,18946682,Brno 2,3394875,411582,Brno-město,411582,Brno-město,číslo popisné, , ,4,Bytový dům, ,          ,          , ,6,Jiná právnická osoba, ,4,ostatní právnické osoby,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,112211,Budovy tří a vícebytové - typové,505795702,Panská,393,6,3115 (CZ064),Jihomoravský kraj, ,10,"Kámen, cihly, tvárnice vč. kombinací",8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,6,6-8 podlaží,582786,Brno,          ,          ,          , ,7,20-29,40711 (CZ0642),Brno-město,1017030600,17,8,15-19 bytů, ,          ,          ,7,7,7 podlaží,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,1,Vodovod v domě - z veřejné sítě, ,1,s vodovodem,2005200000,,1,          ,          ,535133,Statistický obvod 1146,607111,Stavební úřad - Úřad městské části Brno-střed, ,1,zemní plyn, ,0,není, ,5,10-14,3,Budova pro bydlení,29378,610003,Město Brno,1, ,10,1919 a dříve, ,1,s výtahem,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,8,Bez ústředního topení, ,3,lokální (kotel nebo jiné topidlo v bytě),3,Budova pro bydlení
http://apl.czso.cz/irso4/buddet.jsp?budid=1399135&idob=1017030596&b=11,6203,Brno,62031,Brno,60200,1017030596,18946674,Brno 2,1399135,411582,Brno-město,411582,Brno-město,číslo popisné, , ,4,Bytový dům, ,          ,          , ,6,Jiná právnická osoba, ,4,ostatní právnické osoby,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,113019,Budovy bytové ostatní j. n.,505550702,Panská,391,12,3115 (CZ064),Jihomoravský kraj, ,10,"Kámen, cihly, tvárnice vč. kombinací",8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,6,6-8 podlaží,582786,Brno,          ,          ,          , ,5,10-14,40711 (CZ0642),Brno-město,1017030596,10,7,10-14 bytů, ,4,6 - 9,5,5,5 podlaží,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,1,Vodovod v domě - z veřejné sítě, ,1,s vodovodem,2005190010,,1,          ,          ,535133,Statistický obvod 1146,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,4,6 - 9,10,"Stavba sloužící více účelům (např. obchodnímu, administrativnímu, bytovému, rekreačnímu apod.).",29378,610003,Město Brno,1, ,10,1919 a dříve, ,1,s výtahem,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,8,Bez ústředního topení, ,3,lokální (kotel nebo jiné topidlo v bytě),19,Stavba jiného než výše uvedeného způsobu využití
http://apl.czso.cz/irso4/buddet.jsp?budid=832566&idob=1017030588&b=11,6203,Brno,62031,Brno,60200,1017030588,18946666,Brno 2,832566,411582,Brno-město,411582,Brno-město,číslo popisné, , ,4,Bytový dům, ,          ,          , ,6,Jiná právnická osoba, ,4,ostatní právnické osoby,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,112211,Budovy tří a vícebytové - typové,505680702,Panská,389,16,3115 (CZ064),Jihomoravský kraj, ,10,"Kámen, cihly, tvárnice vč. kombinací",8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,5,5 podlaží,582786,Brno,          ,          ,          , ,4,6 - 9,40711 (CZ0642),Brno-město,1017030588,6,5,5-6 bytů, ,4,6 - 9,5,5,5 podlaží,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,1,Vodovod v domě - z veřejné sítě, ,1,s vodovodem,2005180010,,1,          ,          ,535133,Statistický obvod 1146,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,5,10-14,3,Budova pro bydlení,29378,610003,Město Brno,1, ,10,1919 a dříve, ,2,bez výtahu,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,8,Bez ústředního topení, ,4,bez topení,3,Budova pro bydlení
http://apl.czso.cz/irso4/buddet.jsp?budid=2523542&idob=1017030570&b=11,6203,Brno,62031,Brno,60200,1017030570,18946658,Brno 2,2523542,411582,Brno-město,411582,Brno-město,číslo popisné, , ,4,Bytový dům, ,          ,          , ,6,Jiná právnická osoba, ,4,ostatní právnické osoby,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,112211,Budovy tří a vícebytové - typové,505658702,Panská,387,20,3115 (CZ064),Jihomoravský kraj, ,10,"Kámen, cihly, tvárnice vč. kombinací",8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,4,4 podlaží,582786,Brno,          ,          ,          , ,3,3 - 5,40711 (CZ0642),Brno-město,1017030570,4,4,4 byty, ,3,3 - 5,5,5,5 podlaží,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,1,Vodovod v domě - z veřejné sítě, ,1,s vodovodem,2005170000,,1,          ,          ,535133,Statistický obvod 1146,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,3,3 - 5,3,Budova pro bydlení,29378,610003,Město Brno,1, ,10,1919 a dříve, ,2,bez výtahu,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,6,Kotelna v domě na plyn, ,4,bez topení,3,Budova pro bydlení
http://apl.czso.cz/irso4/buddet.jsp?budid=2523532&idob=1017029661&b=11,6203,Brno,62031,Brno,60200,1017029661,27599400,Brno 2,2523532,411582,Brno-město,411582,Brno-město,číslo popisné, , ,20,Obydlí mimo bytový fond (jiné budovy nesloužící k bydlení), ,          ,          , ,2,"Obec, stát", ,3,obec,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,122012,Budovy veřejné správy,805710702,Dominikánská,264,2,3115 (CZ064),Jihomoravský kraj, ,88,Nedefinováno,8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,4,4 podlaží,582786,Brno,          ,          ,          , ,3,3 - 5,40711 (CZ0642),Brno-město,1017029661,0,0,0 bytů, ,          ,          ,          ,          ,          ,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,1,Vodovod v domě - z veřejné sítě, ,1,s vodovodem,2004900000,,1,          ,          ,535125,Statistický obvod 1145,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,1,1,5,"Zařízení veřejné správy a řízení, školské a výchovné, kulturní a osvětové, sportovní a tělovýchovné, zdravotnické a sociální a obchodu",22802,610003,Město Brno,1, ,3,1920-1945, ,9,nezjištěno,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,88,Nedefinováno, ,2,centrální dálkové (kotel mimo stavbu),15,"Stavba pro služby, tělesnou výchovu a rekreaci, kulturu, zdravotnictví a sociální péči, předškolní zařízení, školství a učiliště včetně internátů a kolejí, vědu a výzkum apod."
http://apl.czso.cz/irso4/buddet.jsp?budid=3394878&idob=1017029652&b=11,6203,Brno,62031,Brno,60200,1017029652,18945724,Brno 2,3394878,411582,Brno-město,411582,Brno-město,číslo popisné, , ,          ,          , ,          ,          , ,          ,          , ,          ,          ,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,122,Budovy administrativní,505730702,Šilingrovo náměstí,257,4,3115 (CZ064),Jihomoravský kraj, ,          ,          ,8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,          ,          ,582786,Brno,          ,          ,          , ,          ,          ,40711 (CZ0642),Brno-město,1017029652,0,0,0 bytů, ,          ,          ,          ,          ,          ,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,          ,          , ,1,s vodovodem,2004870010,,4,          ,          ,535125,Statistický obvod 1145,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,          ,          ,5,"Zařízení veřejné správy a řízení, školské a výchovné, kulturní a osvětové, sportovní a tělovýchovné, zdravotnické a sociální a obchodu",33898,610003,Město Brno,4, ,          ,          , ,2,bez výtahu,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,          ,          , ,4,bez topení,14,"Stavba pro správní a řídící složky podniků a organizací, víceúčelová stavba pro administrativní účely, budova orgánu státní správy a územní samosprávy apod."
http://apl.czso.cz/irso4/buddet.jsp?budid=3394877&idob=1017029652&b=11,6203,Brno,62031,Brno,60200,1017029652,18945724,Brno 2,3394877,411582,Brno-město,411582,Brno-město,číslo popisné, , ,          ,          , ,          ,          , ,          ,          , ,          ,          ,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,122,Budovy administrativní,505730702,Šilingrovo náměstí,257,3,3115 (CZ064),Jihomoravský kraj, ,          ,          ,8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,          ,          ,582786,Brno,          ,          ,          , ,          ,          ,40711 (CZ0642),Brno-město,1017029652,0,0,0 bytů, ,          ,          ,          ,          ,          ,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,          ,          , ,1,s vodovodem,2004870010,,3,          ,          ,535125,Statistický obvod 1145,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,          ,          ,5,"Zařízení veřejné správy a řízení, školské a výchovné, kulturní a osvětové, sportovní a tělovýchovné, zdravotnické a sociální a obchodu",33898,610003,Město Brno,3, ,          ,          , ,2,bez výtahu,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,          ,          , ,4,bez topení,14,"Stavba pro správní a řídící složky podniků a organizací, víceúčelová stavba pro administrativní účely, budova orgánu státní správy a územní samosprávy apod."
http://apl.czso.cz/irso4/buddet.jsp?budid=3394876&idob=1017029652&b=11,6203,Brno,62031,Brno,60200,1017029652,18945724,Brno 2,3394876,411582,Brno-město,411582,Brno-město,číslo popisné, , ,          ,          , ,          ,          , ,          ,          , ,          ,          ,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,122,Budovy administrativní,505730702,Dominikánská,257,6,3115 (CZ064),Jihomoravský kraj, ,          ,          ,8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,          ,          ,582786,Brno,          ,          ,          , ,          ,          ,40711 (CZ0642),Brno-město,1017029652,0,0,0 bytů, ,          ,          ,          ,          ,          ,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,          ,          , ,1,s vodovodem,2004870010,,2,          ,          ,535125,Statistický obvod 1145,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,          ,          ,5,"Zařízení veřejné správy a řízení, školské a výchovné, kulturní a osvětové, sportovní a tělovýchovné, zdravotnické a sociální a obchodu",22802,610003,Město Brno,2, ,          ,          , ,2,bez výtahu,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,          ,          , ,4,bez topení,14,"Stavba pro správní a řídící složky podniků a organizací, víceúčelová stavba pro administrativní účely, budova orgánu státní správy a územní samosprávy apod."
http://apl.czso.cz/irso4/buddet.jsp?budid=3394879&idob=1017029652&b=11,6203,Brno,62031,Brno,60200,1017029652,18945724,Brno 2,3394879,411582,Brno-město,411582,Brno-město,číslo popisné, , ,1,Rodinný dům - samostatný, ,          ,          , ,1,Fyzická osoba, ,1,fyzická osoba,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,122013,Budovy pošt,505730702,Husova,257,4,3115 (CZ064),Jihomoravský kraj, ,10,"Kámen, cihly, tvárnice vč. kombinací",8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,3,3 podlaží,582786,Brno,          ,          ,          , ,3,3 - 5,40711 (CZ0642),Brno-město,1017029652,1,1,1 byt, ,          ,          ,1,1,1 podlaží,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,1,Vodovod v domě - z veřejné sítě, ,1,s vodovodem,2004870010,,1,          ,          ,535125,Statistický obvod 1145,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,0,0,5,"Zařízení veřejné správy a řízení, školské a výchovné, kulturní a osvětové, sportovní a tělovýchovné, zdravotnické a sociální a obchodu",24457,610003,Město Brno,1, ,11,1991-2000, ,2,bez výtahu,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,8,Bez ústředního topení, ,4,bez topení,14,"Stavba pro správní a řídící složky podniků a organizací, víceúčelová stavba pro administrativní účely, budova orgánu státní správy a územní samosprávy apod."
http://apl.czso.cz/irso4/buddet.jsp?budid=2504975&idob=1017029644&b=11,6203,Brno,62031,Brno,60200,1017029644,18945716,Brno 2,2504975,411582,Brno-město,411582,Brno-město,číslo popisné, , ,4,Bytový dům, ,          ,          , ,1,Fyzická osoba, ,1,fyzická osoba,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,112211,Budovy tří a vícebytové - typové,505638702,Husova,256,8a,3115 (CZ064),Jihomoravský kraj, ,10,"Kámen, cihly, tvárnice vč. kombinací",8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,6,6-8 podlaží,582786,Brno,          ,          ,          , ,7,20-29,40711 (CZ0642),Brno-město,1017029644,11,7,10-14 bytů, ,6,15-19,6,6,6 podlaží,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,1,Vodovod v domě - z veřejné sítě, ,1,s vodovodem,2004940000,,1,          ,          ,535125,Statistický obvod 1145,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,6,15-19,3,Budova pro bydlení,24457,610003,Město Brno,1, ,3,1920-1945, ,1,s výtahem,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,8,Bez ústředního topení, ,4,bez topení,3,Budova pro bydlení
http://apl.czso.cz/irso4/buddet.jsp?budid=2506728&idob=1017029636&b=11,6203,Brno,62031,Brno,60200,1017029636,18945708,Brno 2,2506728,411582,Brno-město,411582,Brno-město,číslo popisné, , ,4,Bytový dům, ,          ,          , ,1,Fyzická osoba, ,1,fyzická osoba,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,122019,Budovy administrativní ostatní,505637702,Husova,255,8,3115 (CZ064),Jihomoravský kraj, ,10,"Kámen, cihly, tvárnice vč. kombinací",8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,5,5 podlaží,582786,Brno,          ,          ,          , ,4,6 - 9,40711 (CZ0642),Brno-město,1017029636,1,1,1 byt, ,3,3 - 5,6,6,6 podlaží,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,1,Vodovod v domě - z veřejné sítě, ,1,s vodovodem,2004890000,,1,          ,          ,535125,Statistický obvod 1145,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,2,2,5,"Zařízení veřejné správy a řízení, školské a výchovné, kulturní a osvětové, sportovní a tělovýchovné, zdravotnické a sociální a obchodu",24457,610003,Město Brno,1, ,10,1919 a dříve, ,1,s výtahem,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,8,Bez ústředního topení, ,4,bez topení,3,Budova pro bydlení
http://apl.czso.cz/irso4/buddet.jsp?budid=2759625&idob=1017029610&b=11,6203,Brno,62031,Brno,60200,1017029610,18945686,Brno 2,2759625,411582,Brno-město,411582,Brno-město,číslo popisné, , ,          ,          , ,          ,          , ,          ,          , ,          ,          ,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,122019,Budovy administrativní ostatní,505407702,Brandlova,253,4,3115 (CZ064),Jihomoravský kraj, ,          ,          ,8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,          ,          ,582786,Brno,          ,          ,          , ,          ,          ,40711 (CZ0642),Brno-město,1017029610,0,0,0 bytů, ,          ,          ,1,1,1 podlaží,          ,          ,          ,0,ne, ,          ,          , ,          ,          , ,          ,          , ,          ,          ,2007940000,,1,          ,          ,535061,Statistický obvod 1139,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,          ,          ,5,"Zařízení veřejné správy a řízení, školské a výchovné, kulturní a osvětové, sportovní a tělovýchovné, zdravotnické a sociální a obchodu",35980,610003,Město Brno,1, ,          ,          , ,2,bez výtahu,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,          ,          , ,          ,          ,19,Stavba jiného než výše uvedeného způsobu využití
http://apl.czso.cz/irso4/buddet.jsp?budid=2035034&idob=1017029598&b=11,6203,Brno,62031,Brno,60200,1017029598,18945660,Brno 2,2035034,411582,Brno-město,411582,Brno-město,číslo popisné, , ,          ,          , ,          ,          , ,          ,          , ,          ,          ,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,123012,Budovy pro obchod a služby,505411702,Moravské náměstí,249,8,3115 (CZ064),Jihomoravský kraj, ,          ,          ,8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,          ,          ,582786,Brno,          ,          ,          , ,          ,          ,40711 (CZ0642),Brno-město,1017029598,0,0,0 bytů, ,          ,          ,4,4,4 podlaží,          ,          ,          ,0,ne, ,          ,          , ,          ,          , ,          ,          , ,          ,          ,2007930000,,1,          ,          ,535061,Statistický obvod 1139,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,          ,          ,5,"Zařízení veřejné správy a řízení, školské a výchovné, kulturní a osvětové, sportovní a tělovýchovné, zdravotnické a sociální a obchodu",28533,610003,Město Brno,1, ,          ,          , ,1,s výtahem,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,          ,          , ,          ,          ,19,Stavba jiného než výše uvedeného způsobu využití
http://apl.czso.cz/irso4/buddet.jsp?budid=2261187&idob=1017029580&b=11,6203,Brno,62031,Brno,60200,1017029580,18945651,Brno 2,2261187,411582,Brno-město,411582,Brno-město,číslo popisné, , ,4,Bytový dům, ,          ,          , ,1,Fyzická osoba, ,1,fyzická osoba,ano,,2887,"Finanční úřad pro Jihomoravský kraj, územní pracoviště Brno I",610003,Město Brno,112211,Budovy tří a vícebytové - typové,505555702,Česká,247,32,3115 (CZ064),Jihomoravský kraj, ,10,"Kámen, cihly, tvárnice vč. kombinací",8265,Úřad městské části Brno-střed - Matrika,550973,Brno-střed,          ,          , ,4,4 podlaží,582786,Brno,          ,          ,          , ,6,15-19,40711 (CZ0642),Brno-město,1017029580,9,6,7-9 bytů, ,5,10-14,4,4,4 podlaží,          ,          ,          ,0,ne, ,1,Přípoj na kanalizační síť, ,1,Plyn z veřejné sítě, ,1,Vodovod v domě - z veřejné sítě, ,1,s vodovodem,2007960000,,1,          ,          ,535061,Statistický obvod 1139,607111,Stavební úřad - Úřad městské části Brno-střed, ,          ,          , ,          ,          , ,4,6 - 9,3,Budova pro bydlení,22551,610003,Město Brno,1, ,16,2005, ,1,s výtahem,100140,Náměstí Svobody,10014,Náměstí Svobody,          ,          ,          , ,8,Bez ústředního topení, ,4,bez topení,3,Budova pro bydlení
